iteration,norm,alpha,lam,rms,timestamp
95,2,0,0,5.069317392960031,15-02-2017 21:45:18
96,2,0,0,5.069317392956896,15-02-2017 21:45:24
97,2,0,0,5.069317392942978,15-02-2017 21:45:30
98,2,0,0,5.069317392958382,15-02-2017 21:45:36
99,2,0,0,5.069317392963606,15-02-2017 21:45:41
100,2,0,0,5.069317392948171,15-02-2017 21:45:48
101,2,0,0,5.069317392966741,15-02-2017 21:45:54
102,2,0,0,5.069317392953363,15-02-2017 21:46:00
103,2,0,0,5.069317392955975,15-02-2017 21:46:05
104,2,0,0,5.069317392967206,15-02-2017 21:46:11
105,2,0,0,5.069317392950784,15-02-2017 21:46:16
106,2,0,0,5.069317392963692,15-02-2017 21:46:22
107,2,0,0,5.0693173929628355,15-02-2017 21:46:28
108,2,0,0,5.069317392954561,15-02-2017 21:46:33
109,2,0,0,5.069317392960645,15-02-2017 21:46:39
110,2,0,0,5.069317392947697,15-02-2017 21:46:44
111,2,0,0,5.069317392961143,15-02-2017 21:46:50
112,2,0,0,5.069317392949126,15-02-2017 21:46:55
113,2,0,0,5.069317392950579,15-02-2017 21:47:01
114,2,0,0,5.069317392940497,15-02-2017 21:47:07
115,2,0,0,5.069317392963109,15-02-2017 21:47:12
116,2,0,0,5.0693173929572035,15-02-2017 21:47:18
117,2,0,0,5.069317392952091,15-02-2017 21:47:24
118,2,0,0,5.0693173929483795,15-02-2017 21:47:29
119,2,0,0,5.069317392968344,15-02-2017 21:47:35
120,2,0,0,5.069317392956856,15-02-2017 21:47:40
121,2,0,0,5.069317392952935,15-02-2017 21:47:46
122,2,0,0,5.069317392953713,15-02-2017 21:47:52
123,2,0,0,5.069317392951429,15-02-2017 21:47:57
124,2,0,0,5.069317392947594,15-02-2017 21:48:03
125,2,0,0,5.069317392970745,15-02-2017 21:48:08
126,2,0,0,5.0693173929659485,15-02-2017 21:48:14
127,2,0,0,5.069317392970653,15-02-2017 21:48:20
128,2,0,0,5.069317392970746,15-02-2017 21:48:25
129,2,0,0,5.069317392995779,15-02-2017 21:48:31
130,2,0,0,5.0693173929617945,15-02-2017 21:48:37
131,2,0,0,5.069317392948374,15-02-2017 21:48:43
132,2,0,0,5.069317392950048,15-02-2017 21:48:53
133,2,0,0,5.069317392954777,15-02-2017 21:49:00
134,2,0,0,5.069317392951681,15-02-2017 21:49:07
135,2,0,0,5.069317392967372,15-02-2017 21:49:16
136,2,0,0,5.069317392955976,15-02-2017 21:49:23
137,2,0,0,5.069317392951945,15-02-2017 21:49:30
138,2,0,0,5.069317392966252,15-02-2017 21:49:36
139,2,0,0,5.0693173929692,15-02-2017 21:49:42
140,2,0,0,5.06931739295415,15-02-2017 21:49:48
141,2,0,0,5.069317392949195,15-02-2017 21:49:53
142,2,0,0,5.0693173929529625,15-02-2017 21:49:59
143,2,0,0,5.0693173929503486,15-02-2017 21:50:08
144,2,0,0,5.069317392956895,15-02-2017 21:50:14
145,2,0,0,5.0693173929466,15-02-2017 21:50:20
146,2,0,0,5.069317392956896,15-02-2017 21:50:26
147,2,0,0,5.069317392948113,15-02-2017 21:50:32
148,2,0,0,5.06931739295351,15-02-2017 21:50:38
149,2,0,0,5.0693173929472355,15-02-2017 21:50:45
150,2,0,0,5.069317392956405,15-02-2017 21:50:50
151,2,0,0,5.069317392985151,15-02-2017 21:50:55
152,2,0,0,5.069317392961795,15-02-2017 21:51:01
153,2,0,0,5.069317392956557,15-02-2017 21:51:06
154,2,0,0,5.069317392954252,15-02-2017 21:51:14
155,2,0,0,5.069317392956762,15-02-2017 21:51:20
156,2,0,0,5.0693173929483795,15-02-2017 21:51:27
157,2,0,0,5.069317392956761,15-02-2017 21:51:35
158,2,0,0,5.069317392963051,15-02-2017 21:51:42
159,2,0,0,5.069317392946632,15-02-2017 21:51:47
160,2,0,0,5.069317392960643,15-02-2017 21:51:53
161,2,0,0,5.069317392969201,15-02-2017 21:51:59
162,2,0,0,5.069317392962414,15-02-2017 21:52:04
163,2,0,0,5.069317392944976,15-02-2017 21:52:10
164,2,0,0,5.069317392949637,15-02-2017 21:52:16
165,2,0,0,5.0693173929409285,15-02-2017 21:52:23
166,2,0,0,5.0693173929455595,15-02-2017 21:52:29
167,2,0,0,5.0693173929750035,15-02-2017 21:52:36
168,2,0,0,5.069317392957678,15-02-2017 21:52:43
169,2,0,0,5.069317392951592,15-02-2017 21:52:52
170,2,0,0,5.069317392960764,15-02-2017 21:53:00
171,2,0,0,5.0693173929500155,15-02-2017 21:53:06
172,2,0,0,5.069317392963562,15-02-2017 21:53:12
173,2,0,0,5.069317392947233,15-02-2017 21:53:18
174,2,0,0,5.069317392969847,15-02-2017 21:53:24
175,2,0,0,5.069317392943905,15-02-2017 21:53:33
176,2,0,0,5.069317392958025,15-02-2017 21:53:39
177,2,0,0,5.0693173929478625,15-02-2017 21:53:45
178,2,0,0,5.069317392957411,15-02-2017 21:53:53
179,2,0,0,5.0693173929621596,15-02-2017 21:53:59
180,2,0,0,5.069317392959714,15-02-2017 21:54:05
181,2,0,0,5.069317392952182,15-02-2017 21:54:13
182,2,0,0,5.069317392959327,15-02-2017 21:54:18
183,2,0,0,5.0693173929472355,15-02-2017 21:54:24
184,2,0,0,5.069317392947938,15-02-2017 21:54:33
185,2,0,0,5.069317392953363,15-02-2017 21:54:38
186,2,0,0,5.069317392940974,15-02-2017 21:54:44
187,2,0,0,5.069317392956556,15-02-2017 21:54:50
188,2,0,0,5.069317392944221,15-02-2017 21:54:55
189,2,0,0,5.069317392950083,15-02-2017 21:55:01
190,2,0,0,5.069317392945883,15-02-2017 21:55:07
191,2,0,0,5.069317392949652,15-02-2017 21:55:12
192,2,0,0,5.0693173929601585,15-02-2017 21:55:18
193,2,0,0,5.069317392970295,15-02-2017 21:55:24
194,2,0,0,5.069317392957714,15-02-2017 21:55:32
195,2,0,0,5.0693173929642406,15-02-2017 21:55:38
196,2,0,0,5.069317392971182,15-02-2017 21:55:44
197,2,0,0,5.0693173929461315,15-02-2017 21:55:49
198,2,0,0,5.0693173929853295,15-02-2017 21:55:58
199,2,0,0,5.069317392955996,15-02-2017 21:56:06
200,2,0,0,5.06931739295168,15-02-2017 21:56:14
201,2,0,0,5.069317392951582,15-02-2017 21:56:21
202,2,0,0,5.069317392966065,15-02-2017 21:56:27
203,2,0,0,5.069317392953218,15-02-2017 21:56:33
204,2,0,0,5.069317392945315,15-02-2017 21:56:39
205,2,0,0,5.069317392979117,15-02-2017 21:56:45
206,2,0,0,5.069317392947438,15-02-2017 21:56:56
207,2,0,0,5.069317392949128,15-02-2017 21:57:03
208,2,0,0,5.069317392962542,15-02-2017 21:57:09
209,2,0,0,5.069317392947268,15-02-2017 21:57:15
210,2,0,0,5.069317392952502,15-02-2017 21:57:20
211,2,0,0,5.069317392956895,15-02-2017 21:57:29
212,2,0,0,5.0693173929613655,15-02-2017 21:57:35
213,2,0,0,5.069317392953999,15-02-2017 21:57:41
214,2,0,0,5.0693173929466,15-02-2017 21:57:47
215,2,0,0,5.069317392956554,15-02-2017 21:57:52
216,2,0,0,5.069317392962064,15-02-2017 21:57:58
217,2,0,0,5.069317392961612,15-02-2017 21:58:04
218,2,0,0,5.069317392966317,15-02-2017 21:58:09
219,2,0,0,5.06931739294801,15-02-2017 21:58:15
220,2,0,0,5.0693173929498005,15-02-2017 21:58:20
221,2,0,0,5.06931739296343,15-02-2017 21:58:26
222,2,0,0,5.069317392942802,15-02-2017 21:58:32
223,2,0,0,5.069317392959206,15-02-2017 21:58:38
224,2,0,0,5.069317392950943,15-02-2017 21:58:43
225,2,0,0,5.069317392965149,15-02-2017 21:58:48
226,2,0,0,5.069317392956291,15-02-2017 21:58:54
227,2,0,0,5.06931739295605,15-02-2017 21:59:00
228,2,0,0,5.069317392950213,15-02-2017 21:59:05
229,2,0,0,5.069317392970609,15-02-2017 21:59:11
230,2,0,0,5.069317392954154,15-02-2017 21:59:16
231,2,0,0,5.069317392952405,15-02-2017 21:59:22
232,2,0,0,5.06931739295714,15-02-2017 21:59:27
233,2,0,0,5.069317392953984,15-02-2017 21:59:33
234,2,0,0,5.069317392961143,15-02-2017 21:59:39
235,2,0,0,5.069317392946132,15-02-2017 21:59:44
236,2,0,0,5.069317392958674,15-02-2017 21:59:50
237,2,0,0,5.069317392959339,15-02-2017 21:59:56
238,2,0,0,5.069317392960031,15-02-2017 22:00:01
239,2,0,0,5.069317392949653,15-02-2017 22:00:08
240,2,0,0,5.069317392954253,15-02-2017 22:00:15
241,2,0,0,5.069317392949133,15-02-2017 22:00:22
242,2,0,0,5.069317392957007,15-02-2017 22:00:27
243,2,0,0,5.069317392971248,15-02-2017 22:00:32
244,2,0,0,5.069317392961399,15-02-2017 22:00:37
245,2,0,0,5.069317392943046,15-02-2017 22:00:42
246,2,0,0,5.069317392971743,15-02-2017 22:00:48
247,2,0,0,5.069317392957547,15-02-2017 22:00:54
248,2,0,0,5.069317392951771,15-02-2017 22:00:59
249,2,0,0,5.069317392963562,15-02-2017 22:01:04
250,2,0,0,5.0693173929438515,15-02-2017 22:01:10
251,2,0,0,5.0693173929503805,15-02-2017 22:01:16
252,2,0,0,5.069317392951003,15-02-2017 22:01:21
253,2,0,0,5.069317392956761,15-02-2017 22:01:27
254,2,0,0,5.0693173929604445,15-02-2017 22:01:32
255,2,0,0,5.0693173929662825,15-02-2017 22:01:38
256,2,0,0,5.069317392966282,15-02-2017 22:01:43
257,2,0,0,5.069317392957408,15-02-2017 22:01:49
258,2,0,0,5.069317392946814,15-02-2017 22:01:54
259,2,0,0,5.069317392943507,15-02-2017 22:02:00
260,2,0,0,5.069317392961143,15-02-2017 22:02:06
261,2,0,0,5.06931739295351,15-02-2017 22:02:11
262,2,0,0,5.069317392955017,15-02-2017 22:02:17
263,2,0,0,5.069317392963939,15-02-2017 22:02:22
264,2,0,0,5.069317392948559,15-02-2017 22:02:29
265,2,0,0,5.069317392954223,15-02-2017 22:02:37
266,2,0,0,5.069317392963562,15-02-2017 22:02:42
267,2,0,0,5.06931739298767,15-02-2017 22:02:47
268,2,0,0,5.069317392975004,15-02-2017 22:02:52
269,2,0,0,5.069317392975004,15-02-2017 22:02:58
270,2,0,0,5.069317392961115,15-02-2017 22:03:04
271,2,0,0,5.06931739294856,15-02-2017 22:03:11
272,2,0,0,5.06931739294636,15-02-2017 22:03:20
273,2,0,0,5.069317392959715,15-02-2017 22:03:27
274,2,0,0,5.069317392942384,15-02-2017 22:03:34
275,2,0,0,5.069317392985329,15-02-2017 22:03:40
276,2,0,0,5.069317392958492,15-02-2017 22:03:47
277,2,0,0,5.069317392954251,15-02-2017 22:03:53
278,2,0,0,5.069317392944652,15-02-2017 22:04:00
279,2,0,0,5.069317392960764,15-02-2017 22:04:06
0,2,0,0,4.893525947315924,15-02-2017 23:29:05
1,2,0,0,4.893525947315951,15-02-2017 23:29:06
2,2,0,0,4.89352594731586,15-02-2017 23:29:06
3,2,0,0,4.893525947316078,15-02-2017 23:29:07
4,2,0,0,4.893525947316335,15-02-2017 23:29:07
5,2,0,0,4.89352594731589,15-02-2017 23:29:08
6,2,0,0,4.893525947315929,15-02-2017 23:29:08
7,2,0,0,4.893525947316075,15-02-2017 23:29:08
8,2,0,0,4.893525947316062,15-02-2017 23:29:09
9,2,0,0,4.893525947315934,15-02-2017 23:29:09
10,2,0,0,4.893525947315885,15-02-2017 23:29:10
11,2,0,0,4.893525947315844,15-02-2017 23:29:10
12,2,0,0,4.8935259473157755,15-02-2017 23:29:11
13,2,0,0,4.893525947315934,15-02-2017 23:29:11
14,2,0,0,4.8935259473158,15-02-2017 23:29:12
15,2,0,0,4.893525947315848,15-02-2017 23:29:12
16,2,0,0,4.893525947315693,15-02-2017 23:29:13
17,2,0,0,4.893525947315705,15-02-2017 23:29:13
18,2,0,0,4.893525947315991,15-02-2017 23:29:14
19,2,0,0,4.893525947315678,15-02-2017 23:29:14
20,2,0,0,4.8935259473158315,15-02-2017 23:29:15
21,2,0,0,4.893525947315891,15-02-2017 23:29:15
22,2,0,0,4.893525947315992,15-02-2017 23:29:15
23,2,0,0,4.893525947315758,15-02-2017 23:29:16
24,2,0,0,4.893525947315819,15-02-2017 23:29:16
25,2,0,0,4.893525947315756,15-02-2017 23:29:17
26,2,0,0,4.893525947315817,15-02-2017 23:29:17
27,2,0,0,4.893525947316026,15-02-2017 23:29:18
28,2,0,0,4.893525947315892,15-02-2017 23:29:18
29,2,0,0,4.893525947315927,15-02-2017 23:29:19
30,2,0,0,4.893525947315844,15-02-2017 23:29:19
31,2,0,0,4.893525947315868,15-02-2017 23:29:19
32,2,0,0,4.893525947315819,15-02-2017 23:29:20
33,2,0,0,4.893525947316034,15-02-2017 23:29:20
34,2,0,0,4.893525947315926,15-02-2017 23:29:21
0,2,0,0,4.893525947315924,15-02-2017 23:30:36
1,2,0,0,4.893525947315951,15-02-2017 23:30:37
2,2,0,0,4.89352594731586,15-02-2017 23:30:37
